Date,year,hierarchy_bracket,percentile_proxy,average_net_worth,aggregate_share_pct,Household count,mapping_note
2013:Q1,2013.0,True Elite,Top 0.1%,69908993.02,12.03,121661,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2013:Q2,2013.25,True Elite,Top 0.1%,70641303.28,12.01,122000,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2013:Q3,2013.5,True Elite,Top 0.1%,73393763.03,12.12,122335,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2013:Q4,2013.75,True Elite,Top 0.1%,75715463.13,12.19,122666,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2014:Q1,2014.0,True Elite,Top 0.1%,77973079.33,12.31,122991,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2014:Q2,2014.25,True Elite,Top 0.1%,80878599.64,12.48,123311,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2014:Q3,2014.5,True Elite,Top 0.1%,81126696.65,12.45,123626,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2014:Q4,2014.75,True Elite,Top 0.1%,83116964.54,12.57,123935,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2015:Q1,2015.0,True Elite,Top 0.1%,84860622.35,12.63,124238,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2015:Q2,2015.25,True Elite,Top 0.1%,85687621.95,12.67,124535,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2015:Q3,2015.5,True Elite,Top 0.1%,83323215.33,12.49,124827,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2015:Q4,2015.75,True Elite,Top 0.1%,84719493.58,12.5,125113,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2016:Q1,2016.0,True Elite,Top 0.1%,85709856.21,12.51,125393,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2016:Q2,2016.25,True Elite,Top 0.1%,87779307.38,12.61,125668,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2016:Q3,2016.5,True Elite,Top 0.1%,89281333.38,12.63,125936,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2016:Q4,2016.75,True Elite,Top 0.1%,88750099.05,12.5,126198,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2017:Q1,2017.0,True Elite,Top 0.1%,90855608.71,12.5,126455,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2017:Q2,2017.25,True Elite,Top 0.1%,92846338.4,12.54,126707,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2017:Q3,2017.5,True Elite,Top 0.1%,93793448.12,12.47,126956,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2017:Q4,2017.75,True Elite,Top 0.1%,96392929.3,12.53,127201,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2018:Q1,2018.0,True Elite,Top 0.1%,96163913.85,12.39,127445,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2018:Q2,2018.25,True Elite,Top 0.1%,96800784.74,12.34,127686,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2018:Q3,2018.5,True Elite,Top 0.1%,98746621.12,12.36,127927,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2018:Q4,2018.75,True Elite,Top 0.1%,90835450.35,11.9,128168,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2019:Q1,2019.0,True Elite,Top 0.1%,98558796.04,12.28,128410,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2019:Q2,2019.25,True Elite,Top 0.1%,100804225.32,12.26,128653,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2019:Q3,2019.5,True Elite,Top 0.1%,100014142.97,12.15,128898,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2019:Q4,2019.75,True Elite,Top 0.1%,104768788.81,12.42,129146,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2020:Q1,2020.0,True Elite,Top 0.1%,93282631.88,11.72,129398,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2020:Q2,2020.25,True Elite,Top 0.1%,104398622.49,12.25,129654,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2020:Q3,2020.5,True Elite,Top 0.1%,110740212.76,12.5,129914,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2020:Q4,2020.75,True Elite,Top 0.1%,122819173.45,12.98,130180,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2021:Q1,2021.0,True Elite,Top 0.1%,130357671.79,13.21,130452,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2021:Q2,2021.25,True Elite,Top 0.1%,139907458.12,13.45,130730,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2021:Q3,2021.5,True Elite,Top 0.1%,143985604.81,13.54,131016,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2021:Q4,2021.75,True Elite,Top 0.1%,149949729.26,13.74,131309,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2022:Q1,2022.0,True Elite,Top 0.1%,148618220.5,13.59,131610,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2022:Q2,2022.25,True Elite,Top 0.1%,137306531.94,13.12,131921,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2022:Q3,2022.5,True Elite,Top 0.1%,134025355.41,13.18,132240,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2022:Q4,2022.75,True Elite,Top 0.1%,136846683.11,13.39,132549,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2023:Q1,2023.0,True Elite,Top 0.1%,141109643.12,13.5,132986,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2023:Q2,2023.25,True Elite,Top 0.1%,146812592.03,13.51,133116,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2023:Q3,2023.5,True Elite,Top 0.1%,144446551.37,13.39,133053,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2023:Q4,2023.75,True Elite,Top 0.1%,151256886.59,13.62,133121,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2024:Q1,2024.0,True Elite,Top 0.1%,157839922.13,13.74,133560,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2024:Q2,2024.25,True Elite,Top 0.1%,160101113.27,13.71,133840,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2024:Q3,2024.5,True Elite,Top 0.1%,167079262.29,13.96,134036,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2024:Q4,2024.75,True Elite,Top 0.1%,168162711.86,14.01,134225,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2025:Q1,2025.0,True Elite,Top 0.1%,164520791.87,13.87,135173,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2025:Q2,2025.25,True Elite,Top 0.1%,172681544.86,14.05,136038,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2025:Q3,2025.5,True Elite,Top 0.1%,182885066.65,14.41,136453,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2025:Q4,2025.75,True Elite,Top 0.1%,186862681.09,14.54,136325,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
